name,title,url,score
"上海,医疗,医疗卫生",4 月 24 日上海新增确诊 2472 例、无症状16983 例、死亡 51 例，目前当地情况如何？,https://www.zhihu.com/question/529868526,0
"股票,股票市场,A股（人民币普通股票）",如何看待沪指跌超 5% 失守 3000 点，760 多只个股跌停？受哪些因素影响？,https://www.zhihu.com/question/529914553,0
"法律,教育,职业教育",职业教育法大修，5 月 1 日起施行，关于普职分流有哪些变化？,https://www.zhihu.com/question/529272831,0
"日本天皇,乌克兰,热点话题",乌克兰删除反法西斯宣传片中和希特勒、墨索里尼并列的日本天皇，并向日本道歉，意味着什么？,https://www.zhihu.com/question/529868035,0
"日本天皇,乌克兰,热点话题",乌克兰删除反法西斯宣传片中和希特勒、墨索里尼并列的日本天皇，并向日本道歉，意味着什么？,https://www.zhihu.com/question/529868035,0
"上海,上海生活,新型冠状病毒",4 月 23 日上海新增确诊 1401 例、无症状 19657 例、死亡 39 例，目前当地情况如何？,https://www.zhihu.com/question/529702303,0
"小米科技,小米手机,二手手机",如何看待一犯罪团伙大量回收小米 11 二手机，利用非常规手段「烧 WiFi」，然后换新赚差价而获刑？,https://www.zhihu.com/question/529778635,0
"旅行,国际,泰国",自 5 月 1 日起泰国免核酸向全球游客开放，此举会带来哪些影响？,https://www.zhihu.com/question/529777522,0
"法律,食品安全,民事案件",如何看待买 150 份扣肉打假人再发声，称「卖房卖车都不撤诉，判赔的款项会捐出去」？,https://www.zhihu.com/question/529869474,0
"游戏,手机游戏,游戏音乐",西安交大一学生因在音乐鉴赏课上讲解并宣传游戏《原神》的音乐而被同学挂，如何看待这一冲突？,https://www.zhihu.com/question/529367134,0
"上海,上海生活,瘟疫",上海疫情变成这样，背后真正的原因有哪些？,https://www.zhihu.com/question/526411905,0
"美国,军事,航天",如何看待国家要建设小行星防御系统？,https://www.zhihu.com/question/456436648,0
"法国,法国历史,法国大选",马克龙赢得 2022 年法国总统选举，有哪些信息值得关注？,https://www.zhihu.com/question/529866967,0
"苹果产品,iPhone,苹果公司 (Apple Inc.)",苹果称「不送充电器已节省 55 万吨矿石」，你认同苹果的这种节约精神吗？,https://www.zhihu.com/question/529769958,0
"财经,股票,股票市场",如何看待 4 月 25 日 A 股大跌，大盘跌破 3000 点？,https://www.zhihu.com/question/529884270,0
"上海,人民日报,疫情影响",张文宏接受媒体采访时表示，高龄患者与基础疾病患者的病故，是上海救治最大挑战，如何看待这一判断？,https://www.zhihu.com/question/529834467,0
"法律,乐队,毒品",福禄寿乐队成员之一杜雪儿因涉嫌犯走私毒品罪被抓，还有哪些信息值得关注？会对他们产生哪些影响？,https://www.zhihu.com/question/529911429,0
"俄罗斯,原子弹,乌克兰",假如俄罗斯向乌克兰扔一颗原子弹，会有什么后果？,https://www.zhihu.com/question/529560936,0
"重庆,豪宅,重庆生活",在大城市住在超高层（40F以上）是一种什么样的体验？,https://www.zhihu.com/question/397968763,0
"求职,应届毕业生,应届毕业生就业",2022 年应届毕业生人数首次突破了一千万，规模创历史新高，这对大学生就业造成什么影响？,https://www.zhihu.com/question/529634506,0
"人民币,人民币贬值,人民币汇率",人民币兑美元中间价报 6.4909，下调 313 个基点，背后都有哪些原因？还有哪些信息值得关注？,https://www.zhihu.com/question/529876461,0
"英雄联盟（LoL）,英雄联盟职业联赛（LPL）,JackeyLove（电竞选手）",Jackeylove 在 2022 LPL 春季总决赛为什么总是不用闪现？,https://www.zhihu.com/question/529655208,0
"放假,法定假期,放假调休",为什么「五一调休」冲上了热搜?,https://www.zhihu.com/question/456868723,0
"Apple Store,商业策略,苹果公司 (Apple Inc.)",苹果 App Store 将下架长期不更新的应用程序，此举背后都有哪些原因？,https://www.zhihu.com/question/529807498,0
"热门新闻,北京,热点话题",北京 23 日 16 时至 24 日 16 时新增本土感染者 21 例，本轮疫情传播有何特点 ？,https://www.zhihu.com/question/529769030,0
"日本漫画,进击的巨人（漫画）,谏山创",为什么 2021 年骂谏山创《进击的巨人》结尾的这么多，今年又有这么多人说他的结尾封神?,https://www.zhihu.com/question/523320952,0
"心理学,作家,文学",如何看待莫言最近暗示自己名气早不如当年，莫言在这代 00 后年轻人中是否真的火不起来了？,https://www.zhihu.com/question/529655586,0
"互联网,上海,谣言",网传微信「分割上海的朋友圈」为不实消息，造谣者出于什么心理？需要承担什么责任？,https://www.zhihu.com/question/529581672,0
"公务员或者考研,大学毕业后的选择,研究生考公务员",宇宙的尽头真的是考公或者考编吗？,https://www.zhihu.com/question/485607435,0
"财经,商业,资金",4 月 25 日降准正式落地，释放 5300 亿长期资金，将带来哪些影响？,https://www.zhihu.com/question/529899103,0
"医院,行为艺术,王思聪",如何看待新裤子庞宽直播行为艺术，被传谣成王思聪在方舱隔离?,https://www.zhihu.com/question/529623268,0
"互联网,警察,直播",反诈警官老陈辞职后称「我做了一个错误的决定」，有哪些信息值得关注？,https://www.zhihu.com/question/529568862,0
"军事,国际政治,海军",媒体报道，中国首次公布了「鹰击-21」高超音速导弹，「鹰击-21」的出现意味着什么？,https://www.zhihu.com/question/529363902,0
"美国,家庭暴力,约翰尼·戴普 （Johnny Depp）",美国著名男演员德普指控前妻家暴和诽谤自己，如何看待这一舆论的反转？,https://www.zhihu.com/question/529181534,0
"五一,放假,加班文化",今年（2021年）五一调休，为什么这么多人吐槽？,https://www.zhihu.com/question/456576815,0
"健康,社会,南昌",一黄码男子 25 天没做核酸被罚 200 元，起到了哪些警示作用？,https://www.zhihu.com/question/529536647,0
"大学,科研,化工",如何看待网传清华化工张如范老师要求博士生五年发表 8 篇一作 SCI 论文才能毕业？,https://www.zhihu.com/question/529619424,0
"北京,北京生活,传染病",4 月 24 日北京新增 14 例本土确诊病例、5 例本土无症状感染者，目前当地情况如何？,https://www.zhihu.com/question/529868745,0
"猫,狗,社会",南京理工大学出现猴子虐杀猫狗事件，具体情况如何？,https://www.zhihu.com/question/529664387,0
"地理,地理学,中国地理",给你 10 亿人民币，但之后的每月都将你随机传送到中国陆地上任意地点，你愿不愿意？,https://www.zhihu.com/question/454152922,0
"生物进化,心理学,进化",人类为什么更喜欢和长相好看的人交配繁衍？如何从生物学的角度解释这个问题？,https://www.zhihu.com/question/360510087,0
"健康,生活,食物",有哪些保质期特别长能当救济粮的食物?,https://www.zhihu.com/question/371775987,0
"电视剧,中国剧集,中国影视",为什么现在越来越多的国产剧不接地气了？,https://www.zhihu.com/question/394331280,0
"上海,社会,收入",上海一季度 GDP 增 3.1%，居民人均可支配收入 22663 元，增 5.2%，哪些信息值得关注？,https://www.zhihu.com/question/529710913,0
"上海,深圳市,疫情影响",上海本轮疫情和深圳疫情起点时间相近，为何深圳较快的控制住了疫情？两地防控政策有何不同？,https://www.zhihu.com/question/524151453,0
"法律,儿童,安全",江苏一幼童被锁车内家长拒绝破窗等开锁，家长的行为可能造成哪些严重后果？,https://www.zhihu.com/question/529745813,0
"独立游戏,国产游戏,国产单机游戏",国产武侠游戏《太吾绘卷》正式版定档 9 月 21 日，你有哪些期待？,https://www.zhihu.com/question/529874527,0
"四大名著,三国演义（书籍）,三国演义（电视剧）",貂蝉那么美，王允为什么不把她占为己有，而是把她献出使连环计？,https://www.zhihu.com/question/365579996,0
"儿童教育,孩子,亲子关系",环球影城内威震天怒批竖中指男孩「丢的是你妈妈的脸」，在公共场所家长是否该加强对孩子的约束力？该怎么做？,https://www.zhihu.com/question/529558317,0
"天文学,航天,小行星",我国将着手组建近地小行星防御系统，这对我国航天行业意味着什么？,https://www.zhihu.com/question/529711958,0
"俄罗斯,乌克兰",如何评价央视"美国将与俄战斗到只剩最后一个乌克兰人"?,https://www.zhihu.com/question/529820417,0
"职场,机器学习,社会",今年高校毕业生人数首破千万，媒体报道人工智能岗位毕业生月工资 23960 元，有哪些值得关注的信息？,https://www.zhihu.com/question/529609927,0
"教育,云南,云南大学",四千多万人口只有一所双一流大学-云南大学，云南教育到底差在哪里？,https://www.zhihu.com/question/529386521,0
"汽车,科技,芯片（集成电路）",余承东谈天价汽车芯片「20 块钱芯片炒到 2500 元一枚，太贵了自己无法接受」，如何看待这一说法？,https://www.zhihu.com/question/528985468,0
"女生,智商,学生",你们见过的最聪明的女生有多聪明？,https://www.zhihu.com/question/54179134,0
"游戏,心理,英雄联盟（LoL）",如何看待东航遇难者游戏账号被骗取并贩卖？该行为可能会承担哪些法律责任？,https://www.zhihu.com/question/529727120,0
"张爱玲（作家）,中国现代文学作家,张爱玲传（书籍）",张爱玲为什么离开大陆定居美国？,https://www.zhihu.com/question/425744279,0
"崩坏3（游戏）,米哈游miHoYo,原神",为什么米哈游的游戏要让非中国人当主角？,https://www.zhihu.com/question/529372358,0
"法律,美国,国际",一男子在美国最高法院大楼外自焚身亡，目前原因尚未知悉，有哪些信息值得关注？,https://www.zhihu.com/question/529775457,0
"上海,上海疫情,上海疫情下的抢菜焦虑",上海奉贤街边垃圾箱出现被丢弃的辽宁援助蔬菜包，真实情况如何？,https://www.zhihu.com/question/528541787,0
原神,如何看待原神早柚cv对称呼自己为早柚的粉丝进行移除？,https://www.zhihu.com/question/529694172,0
"NBA,篮球,丹佛掘金（Denver Nuggets）",21-22 NBA 季后赛首轮，掘金扳回一城 1:3 勇士，约基奇 37+8+6，如何评价这场比赛？,https://www.zhihu.com/question/529863655,0
"中医,丁香园,医学",如何看待《丁香医生 披着科学外衣的美国财狼》这篇评说丁香医生的文章？,https://www.zhihu.com/question/529324168,0
"美国人,美国文化,美国生活",美国人为何普遍很抵触隔离？,https://www.zhihu.com/question/408043345,0
"俄罗斯,苏联,国际战争",泽连斯基又向北约要1000亿美元援助，乌克兰会坚持反侵略到底吗？,https://www.zhihu.com/question/529203491,0
"热门新闻,科技,太空",国家航天局表示「我国将着手组建近地小行星防御系统」，哪些信息值得关注？,https://www.zhihu.com/question/529739194,0
"社会,农业,社会民生",如何看待两部委发布通知称「没有发生疫情地区严禁以防疫为由不让农民下地」？将会带来哪些影响？,https://www.zhihu.com/question/529427237,0
"飞机,民航,穿越",如果穿越到21号早晨，有什么办法可以挽救MU5735？,https://www.zhihu.com/question/523826530,0
"法律,唐山,疫情影响",唐山警方通报「李某某非法开设补习班隐瞒不报致多人阳性」，目前事件进展如何？李某某需要负什么法律责任？,https://www.zhihu.com/question/529617448,0
"投资,资产,资产荒",当一个人资产达到一亿元人民币以上，不作妖，不赌博，正常经营正常投资，有多大可能再次返贫？,https://www.zhihu.com/question/525755962,0
"上海,新型冠状病毒,新冠疫情",为什么这次上海疫情遭全国嘲？,https://www.zhihu.com/question/524481021,0
"舞台,韩团,科切拉音乐艺术节（Coachella）",aespa 科切拉饭拍已经出来了，如何评价表现?,https://www.zhihu.com/question/529727609,0
"留学,留学生,海归",新一代留学生看待祖国的态度是什么样的?,https://www.zhihu.com/question/60195644,0
"生活,经济,中国经济",最近有人开始囤粮食了，有必要吗？,https://www.zhihu.com/question/384055561,0
"俄罗斯,乌克兰,乌克兰局势",乌军拿平民作人质、盾牌，那怎么之前乌军会放基辅市民外逃，以至于现在俄军走后每天有 5 万平民返回基辅？,https://www.zhihu.com/question/528843840,0
"上海,社会,疫情影响",作为上海疫情的亲历者，你感受过哪些来自陌生人的善意？有哪些经历想要分享？,https://www.zhihu.com/question/529198178,0
"明星,刘畊宏,刘畊宏女孩",如何评价刘畊宏？,https://www.zhihu.com/question/275907673,0
"投资,股票,人民币",在岸、离岸人民币对美元即期汇率双双跌破 6.5，哪些原因造成人民币贬值？将会带来哪些影响？,https://www.zhihu.com/question/529164883,0
"娱乐,明星,娱乐圈",有哪些明星颜值被吹上天你却觉得丑？,https://www.zhihu.com/question/458562443,0
"英国,乙型肝炎,肝炎",英国不明原因幼儿肝炎升至 108 例，77% 检测呈腺病毒阳性，这意味什么？还有哪些信息值得关注？,https://www.zhihu.com/question/529371569,0
"心理,炫富,有钱人",炫富真的很爽吗？,https://www.zhihu.com/question/300387669,0
"美国,经济,经济学",美国这次会不会崩溃？,https://www.zhihu.com/question/378861096,0
"基因,疫情影响,新冠疫情",山东烟台病例基因分型为奥密克戎 BA.2.3 进化分支，目前国内尚未发现 ，防控有哪些事项需要注意？,https://www.zhihu.com/question/529883014,0
"生活,社会心理,裝腔",有没有人装逼正好撞到你擅长的领域上的？,https://www.zhihu.com/question/338688699,0
"上海,上海生活,瘟疫",最近好多关于上海疫情的负面消息，那么现在上海疫情真实情况什么呢？,https://www.zhihu.com/question/525864317,0
"法律,隐私,高校",福建高校一女生连续 9 个月偷拍室友私密照发男友，学校给予记过处分，如何看待此事？从法律角度如何解读？,https://www.zhihu.com/question/529469466,0
"北京,北京生活,新型冠状病毒",4 月 24 日 16 时到 25 日 16 时，北京新增 29 例确诊病例，目前情况如何？,https://www.zhihu.com/question/529943370,0
"上海,上海人,外地人",上海人是不是承受了较多恶意，为什么？,https://www.zhihu.com/question/346049678,0
"税务,网红电商,薇娅",你怎么看待薇娅逃税？,https://www.zhihu.com/question/507315681,0
"海贼王（日本动画）,尾田荣一郎,海贼王（漫画）",目前看，《海贼王》是否大概率烂尾了？,https://www.zhihu.com/question/412288271,0
"政治,小粉红（网络语言）,如何评价知乎用户 X",如何评价知乎用户澳洲护士nika的一生？,https://www.zhihu.com/question/528896211,0
"NBA,篮球,新奥尔良鹈鹕（New Orleans Pelicans）",21-22 NBA 季后赛首轮，鹈鹕再度扳平总比分 2:2 太阳，莺歌 30 分，如何评价这场比赛？,https://www.zhihu.com/question/529874143,0
"法律,热点话题,快手",快手原副总裁受贿、侵占 756 万余元，一审获刑七年，法律角度如何解读这一判决？起到哪些警示作用？,https://www.zhihu.com/question/529554970,0
"科幻电影,电影票房,流浪地球（电影）",《流浪地球 2》青岛拍摄部分杀青，导演郭帆称「这是再次的开始」，你对这部电影有哪些期待？,https://www.zhihu.com/question/528659013,0
"广州市,广州经验,疫情影响",如何看待广州能做到14天摘星？,https://www.zhihu.com/question/529383204,0
"上海,新型冠状病毒,新冠疫情",4 月 22 日上海新增本土「 2736+20634 」，死亡病例 12 例，目前情况如何？,https://www.zhihu.com/question/529537494,0
"格斗游戏（FTG）,游戏原画,街头霸王（游戏 | Street Fighter）",为什么春丽的腿越来越粗？,https://www.zhihu.com/question/23811630,0
"五一,放假调休,轮休",如何看待22年五一调休的安排？,https://www.zhihu.com/question/529705967,0
"天然气,欧洲联盟（EU）,卢布",欧盟同意以卢布支付天然气费用，说明了什么？,https://www.zhihu.com/question/529539633,0
"股票,股票市场,A股（人民币普通股票）",如何看待2022年4月27日盘中A股跌破2900点?,https://www.zhihu.com/question/529830066,0
"养老,制度,养老金",如何看待国家即将推出「个人养老金制度」？该制度有什么特点和优势？,https://www.zhihu.com/question/446531212,0
"法律,传销,反传销",陶虹被曝从张庭传销公司五年分红 4.2 亿元，会被追责吗？,https://www.zhihu.com/question/529061428,0
"买房,装修设计,LOFT",如何看待苏州一女子买了套9米高Loft公寓，交房后直呼：我这是买了口井？什么样的Loft公寓最值得买？,https://www.zhihu.com/question/495027439,0
"国际政治,俄罗斯,乌克兰",当地时间 24 日乌总统办公室主任顾问称「美国国务卿布林肯和防长奥斯汀已抵达基辅」，这释放了哪些信号？,https://www.zhihu.com/question/529903089,0
"动物保护,印度,孟加拉巨蜥",如何看待四名印度男子强奸孟加拉巨蜥被逮捕？为何会出现这种现象？,https://www.zhihu.com/question/528206416,0
"中医,医学,直播带货",为什么最近网络上有人骂钟南山？,https://www.zhihu.com/question/523071124,0
"电视剧,现实主义,电视剧推荐",如何评价《亲爱的小孩》大结局？,https://www.zhihu.com/question/529790833,0
"俄罗斯,乌克兰,联合国安全理事会常任理事国",论常规武器，连乌克兰都打不赢，俄罗斯还有脸待在五常吗？,https://www.zhihu.com/question/529484755,0
